"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110"
"509",377,9,23,2,3,80,23,198,6,251,10,2,17,107,5,87,6,46,1,12,117,6,9,1,6,23,1,23,18,8,15,4,89,755,90,6,95,8,2,6,16,4,11,9,6,6,5,16,6,190,2,56,36,181,28,1,1,3,188,0,12,3,44,203,8,0,10,15,30,11,12,10,10,32,9,1,390,5,7,6,5,2,48,9,7,8,12,4,131,8,1,12,8,20,41,20,11,355,17,7,4,46,10,6,9,1,23,29,7,9
"510",276,15,16,3,3,49,23,256,2,235,8,7,21,74,7,105,4,77,1,23,119,16,2,5,3,28,7,40,7,3,22,8,101,799,77,1,66,6,0,8,27,15,25,9,5,18,7,11,1,188,2,76,44,230,11,4,4,0,172,3,14,1,63,225,6,5,1,6,30,23,5,2,6,44,7,4,426,4,11,3,10,4,31,15,0,15,4,2,106,12,10,10,12,21,35,10,8,277,15,4,2,24,5,3,7,8,25,22,7,35
"511",319,9,41,5,1,45,27,230,0,195,2,13,28,79,3,99,8,58,1,16,121,13,8,9,3,11,4,29,12,11,16,4,116,801,94,1,59,6,1,6,16,9,9,7,5,6,11,13,3,192,8,70,18,192,20,10,5,3,206,5,19,6,36,222,14,1,16,2,17,24,5,4,11,26,16,9,402,2,6,10,12,0,37,8,3,7,3,3,167,5,1,6,8,21,56,9,12,340,6,8,5,38,6,1,11,2,18,22,6,19
"512",329,27,14,1,11,50,5,198,0,228,20,14,15,101,4,118,1,74,8,21,90,7,1,9,7,14,4,30,8,11,20,2,78,757,102,4,74,2,7,10,39,9,20,10,13,10,4,6,1,181,4,43,38,203,32,1,3,2,173,5,9,9,56,232,5,5,12,13,25,40,7,0,5,28,17,2,436,9,3,8,9,6,31,15,10,4,2,1,124,4,4,6,10,5,40,10,15,329,20,4,5,27,10,6,16,5,26,21,5,36
"513",290,15,13,1,2,45,12,246,0,204,13,13,23,81,7,105,8,48,4,19,88,6,4,4,4,27,3,34,18,9,32,5,106,788,69,2,88,5,1,9,46,28,13,2,6,3,3,3,1,201,1,39,24,241,32,3,6,8,201,2,12,6,39,213,1,3,9,6,19,17,9,5,21,35,3,3,435,3,7,11,11,0,43,8,8,3,5,10,95,23,1,3,1,20,48,10,11,323,17,7,16,37,2,7,20,5,12,35,9,39
"514",304,26,18,0,4,64,8,208,3,247,2,17,29,102,2,93,2,61,6,22,136,7,4,4,4,21,1,30,9,8,21,8,85,676,75,0,63,0,4,4,33,10,21,4,4,6,1,13,0,183,13,57,45,181,19,6,6,3,247,0,6,5,28,245,8,7,10,7,19,26,3,16,6,42,16,3,419,3,15,12,17,2,42,6,4,8,2,8,131,11,2,9,6,18,42,19,6,377,8,2,10,44,5,13,13,1,18,19,10,21
"515",297,16,15,4,5,51,6,183,4,225,7,5,9,95,8,108,3,40,9,23,106,2,2,11,0,13,3,33,17,11,13,9,83,768,96,7,99,4,7,6,35,16,4,10,2,7,3,7,1,214,15,59,39,194,16,11,6,24,178,3,12,1,51,192,1,7,14,11,23,20,4,6,6,38,12,3,464,2,11,10,5,1,37,1,5,1,3,8,169,11,2,7,12,25,58,15,11,341,24,8,2,30,6,4,11,6,15,16,9,22
"516",333,16,11,1,4,43,7,197,9,216,10,9,17,84,1,83,10,35,9,27,84,5,10,7,3,12,2,26,9,13,39,4,110,885,85,2,103,8,3,8,29,22,16,10,4,7,1,9,7,181,2,78,25,187,16,3,4,1,184,3,3,3,54,222,6,4,9,4,30,27,6,0,6,34,8,6,426,2,4,9,16,2,36,10,5,6,10,6,150,8,4,4,5,18,40,8,9,327,15,6,2,37,11,8,15,3,14,22,5,6
"517",327,19,19,1,5,54,22,221,10,229,15,15,21,104,9,90,4,49,4,24,103,7,6,11,0,13,2,36,11,11,18,8,82,750,94,2,73,3,5,6,20,9,12,5,8,12,3,7,5,183,6,69,34,192,13,1,3,2,154,1,9,9,37,286,7,8,4,7,23,24,5,10,3,42,11,10,426,1,6,8,5,5,39,6,3,15,6,3,152,7,5,4,7,23,45,5,10,305,12,8,3,53,13,5,12,7,17,21,14,32
"518",325,19,16,4,4,91,20,248,0,218,8,5,22,89,5,98,3,38,2,17,132,6,7,4,1,10,2,40,14,9,23,5,103,801,75,0,60,5,2,4,14,9,6,8,9,5,1,6,1,170,10,63,31,221,25,2,7,4,183,4,3,1,38,246,8,7,10,7,22,18,8,3,4,26,7,8,495,4,12,10,3,3,38,8,4,8,5,3,104,4,2,0,9,12,22,11,1,330,19,3,4,41,8,16,7,2,25,18,7,32
"519",302,27,24,4,7,55,12,236,8,222,5,13,19,75,2,82,6,64,4,7,113,11,2,11,1,14,2,25,16,11,17,7,95,812,98,5,75,9,6,4,35,20,12,11,5,13,5,11,3,162,9,61,21,202,13,8,2,3,195,2,7,11,47,239,4,5,10,9,21,16,13,0,4,32,4,16,458,5,3,1,11,1,29,5,2,15,8,2,98,5,11,10,5,10,50,11,8,325,16,7,11,55,10,2,16,1,23,20,7,20
"520",292,23,8,10,4,39,13,215,1,219,7,8,21,90,2,128,5,45,4,20,101,5,5,12,8,8,10,39,11,15,26,7,95,736,81,7,63,4,3,8,37,9,20,18,18,10,6,12,4,171,2,62,22,183,15,4,4,4,235,5,7,13,45,223,8,6,6,8,26,28,8,2,7,30,5,2,427,1,7,5,14,6,34,8,10,5,2,2,145,4,5,9,4,18,44,4,12,354,20,10,2,40,6,2,34,6,22,28,20,27
"521",305,15,19,8,1,52,9,191,1,206,18,10,27,81,4,108,6,67,4,16,116,2,10,8,6,25,2,24,8,11,29,2,100,794,100,1,91,7,6,2,30,14,12,13,8,9,6,13,4,214,2,46,28,229,12,3,3,9,225,1,9,5,52,194,6,9,8,12,28,16,9,1,7,32,4,1,414,5,6,5,15,6,33,5,2,3,11,2,103,3,6,8,13,12,46,7,13,332,18,4,14,46,14,2,16,8,13,20,4,25
"522",315,10,15,0,4,52,5,209,10,248,10,8,16,81,8,98,3,45,2,16,87,6,7,7,8,23,5,32,10,3,14,3,88,777,81,3,63,2,1,14,33,6,21,8,8,7,11,7,8,226,7,59,29,211,20,7,8,2,212,3,16,0,45,263,3,5,6,6,26,19,14,7,8,41,14,4,402,5,6,5,6,2,34,17,1,10,1,3,130,10,3,6,17,12,40,13,9,344,11,9,8,22,7,2,7,3,24,30,9,33
"523",314,19,26,3,2,57,16,188,4,234,3,14,18,72,4,78,4,90,5,30,115,2,5,2,5,15,7,30,19,19,20,2,87,721,105,6,79,4,11,5,37,13,13,11,5,6,4,9,1,171,6,37,34,208,18,3,9,2,199,1,15,7,40,232,4,9,7,8,31,27,7,5,7,40,9,2,445,3,11,8,14,2,20,10,1,8,11,3,136,8,5,2,11,15,66,21,17,298,18,4,6,35,19,4,20,5,19,30,14,34
"524",280,27,18,2,9,72,24,183,2,208,15,17,26,84,1,69,6,69,1,22,106,8,7,7,6,16,2,35,14,4,20,2,103,723,85,0,103,13,5,2,34,18,15,11,10,13,3,5,2,207,3,47,39,218,13,7,8,13,195,1,5,4,49,275,4,2,15,2,32,31,13,12,1,37,14,1,386,8,3,10,5,3,41,7,8,8,9,4,130,6,2,10,8,20,39,19,15,335,7,6,6,46,13,3,12,4,23,16,6,27
"525",312,14,37,2,6,86,10,178,3,262,15,6,25,89,4,90,0,59,3,19,93,5,5,16,3,25,6,46,20,5,21,12,84,716,76,1,110,4,4,8,40,11,14,7,8,4,2,11,6,177,5,60,32,243,19,3,6,8,208,1,16,4,31,243,4,2,5,1,23,16,16,5,10,41,8,5,451,0,20,9,11,3,42,7,5,10,5,4,145,6,4,3,8,15,27,9,9,287,17,10,8,30,6,0,13,1,9,17,10,24
"526",301,22,16,2,2,86,17,207,4,216,18,9,22,73,7,113,2,69,3,9,123,3,6,7,3,11,5,46,15,3,25,3,102,768,98,2,89,7,0,3,34,12,13,5,7,3,7,8,1,172,7,48,29,158,18,2,9,8,223,5,15,2,44,247,6,0,16,6,23,22,11,3,8,56,15,0,411,1,10,6,8,1,20,13,5,7,14,8,164,1,3,7,12,11,48,13,4,343,11,2,4,35,11,3,9,5,11,15,2,22
"527",374,15,26,5,2,40,11,213,4,168,9,6,34,93,4,84,5,39,2,15,118,4,8,7,10,15,7,31,25,8,16,4,99,701,105,8,57,14,8,11,30,17,19,6,2,2,5,10,6,198,3,69,35,199,31,9,6,4,187,2,8,8,64,215,4,9,2,12,27,23,8,10,10,30,7,7,447,5,10,13,12,0,29,12,3,15,8,9,143,4,3,2,8,17,39,13,11,339,16,4,5,48,5,12,8,6,15,20,11,19
"528",349,10,11,0,6,46,11,213,6,249,12,6,17,67,8,92,5,42,0,21,123,19,3,1,4,26,1,21,23,6,19,13,101,731,89,2,95,9,4,6,32,14,9,7,8,6,8,11,0,176,10,61,36,197,17,7,6,1,185,6,8,3,45,222,9,5,8,8,28,24,10,5,6,36,6,6,418,8,7,10,10,4,45,14,6,11,6,0,127,9,3,2,7,19,33,19,15,354,14,3,10,59,3,2,16,5,17,22,2,27
"529",362,16,9,2,6,61,7,220,5,219,9,7,21,96,6,84,7,66,3,12,124,6,7,4,7,8,3,39,3,7,17,7,65,716,92,2,107,6,3,7,29,7,15,4,7,7,3,7,5,202,10,44,40,242,23,5,1,7,176,2,17,4,34,195,3,13,9,13,12,22,9,8,5,40,9,3,398,12,5,14,5,1,40,26,7,11,5,7,147,7,2,4,6,12,63,13,5,362,10,1,4,28,22,9,13,4,21,16,14,26
"530",329,19,9,1,1,50,10,206,0,228,15,10,13,104,3,103,0,57,1,19,130,10,3,8,3,10,5,21,7,8,17,7,85,759,93,7,80,4,0,10,37,6,10,7,3,5,2,8,9,195,7,50,41,204,26,4,3,3,182,2,10,2,54,217,5,2,22,13,29,18,4,6,2,46,4,10,442,15,3,11,15,2,32,15,9,11,4,5,115,13,5,9,7,20,64,15,11,322,26,7,8,32,9,2,14,2,10,13,12,27
"531",300,22,14,0,3,62,13,206,4,214,13,9,29,65,7,106,3,55,1,13,113,2,7,3,2,11,4,23,13,7,18,2,68,790,104,4,91,6,4,8,30,3,25,5,2,8,2,5,3,185,1,57,29,203,27,6,4,11,179,3,12,3,49,243,2,6,5,24,28,20,8,4,3,31,3,2,400,13,7,1,22,4,40,13,8,12,0,3,150,6,3,5,4,27,68,11,16,344,25,13,8,40,6,3,23,11,28,15,3,18
"532",322,24,26,6,8,69,6,227,0,207,12,15,33,113,12,82,4,34,4,17,103,12,5,5,7,14,4,47,20,6,25,3,83,752,103,2,67,2,12,3,32,16,20,11,7,8,7,7,2,181,2,52,42,166,16,3,6,2,214,3,13,3,30,222,9,5,6,5,38,11,5,2,8,28,16,6,382,1,6,9,25,1,37,10,5,5,10,1,148,7,3,3,8,12,51,8,16,357,15,10,3,52,7,3,25,3,14,19,11,33
"533",333,16,18,1,1,60,5,183,4,251,13,9,28,68,2,90,1,55,3,15,113,3,8,9,1,8,6,31,17,3,33,0,87,778,98,5,92,2,3,7,39,14,10,3,5,20,7,10,2,183,2,61,29,192,30,4,5,7,166,1,2,6,38,209,1,4,10,11,22,34,7,3,13,31,5,3,489,6,6,9,5,3,43,6,5,3,4,1,146,6,0,8,7,14,45,7,17,344,8,4,10,33,12,7,7,1,37,23,3,32
"534",274,24,21,1,8,50,13,202,8,239,9,8,28,90,1,106,8,44,4,15,125,12,5,2,7,11,14,42,9,4,25,3,83,744,84,8,58,7,3,1,39,15,20,11,5,11,5,9,10,194,5,60,29,194,20,5,0,5,224,2,8,11,59,250,5,1,15,8,33,38,1,4,1,31,12,0,394,1,10,7,9,6,25,13,12,5,13,10,119,2,5,3,12,16,34,8,15,378,17,6,2,31,3,5,18,3,11,31,12,24
"535",342,15,14,2,2,56,5,183,5,228,8,12,26,69,4,118,4,69,5,11,94,3,3,12,1,19,0,35,14,6,20,8,85,805,102,1,88,4,7,3,37,17,11,17,6,5,6,8,2,185,1,56,21,203,15,5,5,4,202,7,16,0,41,200,7,2,6,9,27,23,12,7,5,41,11,2,447,3,6,5,12,2,34,12,9,1,7,4,131,9,3,6,12,10,23,8,8,378,9,9,7,43,4,5,21,0,13,25,2,22
"536",315,16,23,3,6,76,8,193,3,243,11,5,17,95,5,79,5,55,11,15,131,10,2,4,1,9,1,25,16,10,9,9,83,745,84,0,81,3,10,8,29,20,18,8,6,6,1,8,2,182,3,81,30,205,24,2,5,4,194,1,5,0,46,236,6,14,5,8,16,19,9,1,6,51,4,7,464,7,17,8,15,3,30,10,4,7,7,11,119,3,6,5,7,19,30,16,9,317,21,8,12,36,7,4,14,2,22,26,16,31
"537",348,25,23,4,9,47,15,231,2,222,9,11,23,87,6,89,7,35,5,20,110,4,5,9,3,9,1,55,21,9,16,7,101,734,86,12,54,8,0,5,14,8,15,14,6,3,3,20,3,222,10,66,29,224,13,3,5,3,218,3,17,1,43,248,18,4,6,3,25,39,15,10,4,29,7,4,436,1,9,11,9,5,26,5,4,10,3,2,109,6,1,1,2,21,33,22,10,304,9,2,9,46,9,8,12,3,5,16,4,25
"538",352,18,27,8,2,76,14,249,3,211,17,6,21,85,3,104,0,67,5,7,109,2,1,8,5,23,4,43,13,16,8,4,72,745,93,1,76,4,10,8,41,18,15,10,2,6,4,1,0,187,3,74,25,201,12,5,6,1,178,5,5,5,69,240,9,1,7,5,28,13,8,5,9,30,9,7,397,7,17,2,5,7,41,16,1,8,4,7,148,5,6,9,10,7,30,8,9,349,10,2,6,37,14,0,11,0,16,14,11,22
"539",347,24,13,8,3,62,12,194,6,224,18,6,23,77,0,104,2,60,2,21,112,0,8,4,2,14,1,27,5,5,36,9,88,790,103,5,59,10,2,2,27,6,20,5,4,8,3,9,2,202,4,68,27,194,30,7,5,5,203,5,18,1,38,194,6,2,10,7,36,17,14,3,11,25,9,1,440,3,5,10,7,1,26,10,11,5,7,3,108,2,3,10,9,25,41,11,11,348,19,4,13,38,5,11,21,10,18,21,12,18
"540",348,18,19,7,2,48,10,208,3,229,6,12,19,81,2,84,5,36,7,15,130,1,1,4,7,7,7,27,7,13,22,0,75,749,83,13,65,5,4,3,38,8,16,11,3,9,4,14,1,171,12,51,38,246,23,3,10,1,201,2,14,4,55,262,7,3,8,14,24,27,14,9,5,26,5,3,409,3,5,5,23,10,41,12,2,8,11,2,128,3,3,12,7,11,42,14,9,321,8,14,6,55,6,7,9,1,24,32,16,17
"541",327,29,24,4,6,75,9,183,4,261,8,12,28,68,4,101,6,58,4,14,103,1,13,15,3,12,5,38,10,12,25,2,59,722,113,7,75,8,10,7,46,15,16,11,4,2,5,12,2,165,1,46,52,233,13,2,13,6,205,4,7,3,41,253,1,2,10,5,36,29,9,8,5,26,13,5,387,1,12,10,10,5,36,18,20,5,2,3,126,7,1,7,12,24,47,14,10,334,13,6,4,30,2,4,7,3,17,20,9,23
"542",299,17,22,5,0,43,16,192,5,236,13,12,28,53,5,93,2,50,6,10,149,3,7,3,4,16,2,31,22,8,42,11,94,730,100,9,69,4,7,12,31,12,10,7,4,5,4,10,1,191,11,63,30,196,14,3,5,5,227,2,10,4,54,183,14,3,12,8,26,24,9,10,6,50,17,2,428,1,15,10,21,8,42,28,6,21,15,4,125,2,3,2,8,12,31,5,9,338,13,3,2,33,7,2,19,0,18,32,9,35
"543",322,25,13,5,2,72,9,201,3,224,19,4,23,111,6,93,5,82,6,8,106,6,0,7,10,19,3,40,17,12,16,12,94,728,83,7,73,5,0,9,39,14,27,7,15,11,2,13,2,161,8,52,30,187,18,4,4,4,196,0,8,7,51,245,9,2,3,5,29,27,9,3,8,46,5,0,436,4,3,13,5,6,22,10,2,4,9,10,144,7,5,7,9,13,49,13,7,328,14,6,1,50,4,1,19,1,24,13,7,23
"544",325,40,20,3,2,51,17,203,2,209,12,4,22,71,1,69,3,58,1,19,128,12,4,8,7,20,2,31,15,11,44,11,80,756,107,8,96,3,3,8,30,11,11,14,3,12,5,16,1,198,3,57,22,205,14,9,2,5,206,1,11,1,66,221,3,3,6,7,15,22,8,11,13,41,9,5,430,3,13,6,4,2,48,29,4,13,10,3,102,9,2,2,6,3,37,14,6,321,17,10,4,41,7,4,21,5,22,18,1,30
"545",301,21,10,2,5,47,17,202,4,203,13,3,23,100,5,72,4,83,4,12,98,2,11,3,3,7,4,42,15,8,26,8,95,737,103,3,67,4,0,3,27,22,29,17,4,6,5,5,5,207,4,48,26,186,12,1,2,6,223,3,8,3,65,195,11,3,3,7,35,32,19,12,13,35,18,5,366,1,9,11,8,1,34,9,3,5,11,0,150,9,0,7,4,15,57,13,16,411,16,6,5,40,7,12,11,6,25,31,10,19
"546",287,20,33,2,3,61,9,252,2,230,6,6,17,78,6,84,2,41,8,13,102,3,6,4,6,19,3,33,11,12,36,5,90,747,89,8,78,4,3,9,23,20,10,11,15,4,2,11,4,172,5,65,24,175,11,0,3,11,200,3,13,6,46,256,2,4,5,5,28,30,13,3,5,62,10,3,455,2,10,7,8,6,36,23,3,11,7,0,119,5,1,2,5,6,43,13,7,374,7,11,4,51,7,13,9,3,16,17,11,20
"547",339,25,15,3,3,46,13,217,1,214,13,3,20,71,6,94,5,59,6,15,106,9,6,5,5,9,3,35,9,12,22,10,77,761,102,8,66,7,4,14,23,13,18,21,15,4,4,6,1,215,4,58,25,188,13,2,2,5,205,4,16,2,50,251,2,3,10,11,11,31,9,3,12,30,14,2,386,0,7,15,11,4,27,11,4,16,2,4,140,17,1,6,11,22,50,6,7,356,26,8,1,31,16,1,7,3,24,21,13,25
"548",319,16,18,3,0,33,16,190,0,212,18,5,20,83,15,86,3,39,2,14,129,1,8,2,3,18,13,29,11,13,19,2,97,727,114,6,66,8,0,13,15,5,16,5,9,5,2,4,5,191,1,72,50,189,13,4,8,7,223,4,10,11,55,223,9,4,13,4,27,27,13,11,10,19,10,0,501,3,10,2,7,2,55,7,2,8,5,5,165,5,5,5,14,10,46,7,5,332,16,3,6,46,3,12,8,2,14,13,11,20
"549",322,23,22,2,9,52,8,212,2,182,15,12,16,104,4,112,3,66,1,28,79,7,6,12,2,10,15,33,5,8,15,16,73,817,88,4,73,8,5,0,26,8,15,10,2,5,3,7,3,174,5,36,36,169,15,5,2,9,204,9,6,3,46,250,5,3,14,13,15,36,11,5,6,33,4,3,469,4,10,5,14,2,35,16,6,7,6,0,115,5,11,2,8,7,67,19,6,342,16,2,6,39,18,1,27,4,21,18,9,16
"550",295,8,19,4,3,59,13,259,1,231,5,5,22,96,3,89,1,36,4,15,116,13,2,6,1,20,7,33,6,7,35,10,96,811,103,1,96,6,10,9,36,5,11,6,5,6,8,7,9,202,4,55,30,182,11,4,8,5,163,9,13,5,44,242,5,5,7,8,27,17,7,4,10,32,3,4,408,3,13,9,10,2,39,6,1,13,10,7,104,2,4,10,6,9,28,12,22,339,14,6,8,39,10,6,26,7,22,18,3,29
"551",336,27,26,2,4,44,16,198,13,216,12,4,21,83,5,97,1,56,5,21,122,5,6,16,0,11,0,35,11,6,27,7,65,815,96,12,73,11,3,3,41,20,15,5,2,3,2,10,3,202,7,80,26,197,20,1,7,4,171,5,8,6,49,217,10,2,6,10,36,18,4,2,10,39,8,0,405,6,1,6,12,1,21,7,6,5,11,5,135,1,3,1,7,15,46,4,11,378,5,1,4,42,12,6,23,6,19,17,3,18
"552",330,14,24,2,3,60,24,202,6,206,3,4,15,72,3,84,12,56,3,7,117,2,1,6,2,13,4,45,19,9,18,4,105,757,81,1,74,7,3,6,31,9,12,7,5,15,1,16,1,189,2,41,33,226,24,7,4,6,251,4,10,4,58,213,7,7,10,28,24,20,8,4,7,37,10,0,411,3,6,14,9,4,27,22,4,10,2,6,133,7,2,3,15,16,56,10,7,351,22,4,3,45,17,2,11,2,11,14,2,14
"553",306,26,18,7,1,44,15,224,1,216,19,1,28,88,8,79,5,36,5,7,130,10,7,3,3,10,14,21,10,3,18,3,94,775,112,7,100,9,1,10,28,12,22,11,6,6,4,11,3,204,10,67,20,174,21,1,8,0,198,7,3,1,48,224,6,2,3,13,17,25,18,4,5,16,11,1,403,8,15,13,7,5,52,10,9,17,4,3,141,5,5,6,7,6,51,8,17,326,19,7,12,37,10,4,16,9,32,27,13,12
"554",318,28,21,0,1,47,14,226,2,204,14,4,14,66,7,113,0,51,1,16,118,10,6,7,8,7,8,32,14,11,21,4,88,764,99,2,64,2,1,17,40,8,16,6,12,9,4,10,6,178,5,68,11,244,11,0,7,1,227,1,11,4,39,190,6,3,6,3,30,31,8,8,14,33,5,7,451,6,4,8,10,1,33,9,1,4,4,12,149,2,3,4,15,37,34,8,3,346,12,6,10,46,8,4,8,4,26,20,9,11
"555",301,15,11,1,3,53,8,194,2,240,16,7,15,71,9,85,4,48,11,9,121,7,2,7,3,18,1,43,8,4,14,4,106,767,101,2,63,2,3,8,34,10,23,7,6,6,2,9,4,175,3,65,32,199,20,4,5,5,211,5,13,3,52,202,10,16,11,9,25,39,6,6,6,63,8,5,446,6,11,4,13,2,42,3,4,7,9,5,170,5,9,8,4,16,48,11,11,323,11,14,5,33,11,7,12,3,23,12,11,15
"556",326,18,12,6,2,37,18,273,0,216,17,6,11,62,7,96,7,66,5,8,128,7,4,4,2,10,4,40,13,16,15,8,103,760,96,0,99,2,1,3,26,26,6,6,12,6,1,11,3,207,4,51,23,205,21,7,6,5,218,3,3,5,50,215,6,1,8,17,31,26,4,8,9,38,9,11,394,2,4,2,17,0,28,18,3,7,3,6,131,2,7,3,1,21,42,16,4,332,13,5,3,45,2,3,18,3,18,15,6,30
"557",307,16,19,1,1,60,6,207,1,244,12,4,19,109,6,105,7,71,4,21,107,12,3,7,4,16,2,28,13,6,20,8,63,749,139,3,61,2,1,6,40,12,14,14,2,3,4,10,3,223,4,51,30,168,23,3,8,9,183,4,9,10,38,238,6,1,6,12,17,30,8,6,10,40,8,4,406,1,9,3,19,5,33,10,5,16,6,0,133,4,8,4,10,17,31,12,8,381,14,7,10,40,9,4,12,3,16,13,5,25
"558",279,12,11,6,3,58,17,224,9,183,22,6,41,135,4,79,3,53,5,11,135,2,2,10,1,28,8,23,29,12,23,6,92,742,121,4,81,0,11,4,33,19,11,9,3,3,4,12,5,207,7,65,42,165,23,3,6,4,202,2,16,6,40,243,15,3,7,12,25,19,10,5,1,34,9,3,385,4,3,3,12,4,51,14,2,18,4,5,131,5,3,3,10,25,43,12,9,335,17,3,6,24,5,12,20,1,19,17,10,17
"559",301,16,30,6,4,81,8,175,6,270,14,7,17,80,8,63,7,31,4,20,94,2,9,8,1,9,12,29,22,10,18,3,92,748,88,3,73,3,0,3,25,14,13,7,3,5,5,7,7,211,4,62,16,206,28,4,0,2,221,1,6,8,48,246,9,3,3,5,17,33,9,10,12,49,3,2,438,5,4,8,19,2,27,7,6,13,4,1,125,9,3,8,4,16,57,19,10,336,21,8,4,49,11,5,17,5,23,24,5,28
"560",323,16,26,3,5,56,7,193,12,261,9,11,18,89,3,98,2,55,4,25,108,2,1,4,5,11,5,25,11,14,21,8,95,729,115,6,67,5,0,11,42,12,16,10,2,6,2,16,1,193,6,60,34,190,23,4,4,3,166,5,10,4,46,237,10,3,7,7,23,20,5,6,7,48,5,8,429,8,4,5,10,4,45,8,2,9,1,1,120,12,4,11,7,9,49,11,13,351,20,5,1,29,11,3,16,3,28,10,0,61
"561",285,17,22,4,0,55,6,194,2,192,4,1,12,99,6,99,10,52,7,24,109,12,3,6,4,13,3,29,8,16,13,7,92,758,98,1,68,8,6,9,34,19,16,6,8,5,1,7,4,208,8,52,38,198,22,1,2,11,234,1,8,2,71,216,21,4,4,15,31,15,12,4,7,20,14,9,421,8,19,10,10,9,26,17,12,6,0,6,119,11,2,6,12,17,43,9,12,343,10,7,5,71,7,1,20,3,16,31,10,19
"562",353,27,16,9,1,37,11,186,2,211,10,5,21,91,5,93,13,69,2,24,108,3,2,8,6,9,3,50,11,6,18,14,82,779,123,5,58,3,3,3,34,4,11,7,12,6,1,12,3,184,2,48,45,221,25,4,11,4,178,1,7,5,60,192,5,3,7,18,27,24,24,12,10,24,11,0,400,4,7,3,11,3,46,17,2,18,8,6,145,5,0,10,10,15,42,11,11,343,20,3,8,40,4,3,9,0,11,22,7,34
"563",281,21,17,3,2,50,8,205,1,233,9,4,30,73,7,85,3,44,3,15,129,25,12,1,7,13,0,21,20,10,27,6,74,742,87,0,72,6,2,4,27,7,18,8,11,6,2,17,5,187,7,59,29,209,7,1,3,4,213,6,21,5,56,237,3,3,3,19,28,16,13,4,18,38,16,0,456,3,10,9,14,0,40,17,9,9,7,3,128,4,2,3,15,17,30,11,4,338,28,6,3,43,11,4,18,1,25,37,8,29
"564",344,28,11,2,3,63,16,238,3,218,13,11,17,75,7,72,1,51,2,10,115,6,2,2,3,9,1,45,17,10,24,2,104,744,94,2,64,11,1,9,27,13,9,2,2,10,1,4,2,196,3,52,19,214,18,3,5,4,221,6,21,7,60,266,7,1,10,3,17,26,8,7,12,35,11,4,407,3,10,9,8,0,28,4,6,13,12,1,101,6,5,3,10,16,24,18,5,364,17,5,6,59,23,8,13,6,20,8,10,16
"565",314,28,11,4,6,57,9,217,3,245,15,4,23,93,11,107,3,60,2,12,96,9,2,10,2,11,0,24,13,14,15,7,86,718,103,7,85,6,2,0,30,26,32,27,6,10,4,8,1,193,6,54,29,214,21,5,3,5,179,2,19,7,25,231,6,4,10,11,26,27,10,6,10,43,3,3,440,1,9,5,10,2,48,21,2,7,7,0,144,4,3,5,10,20,41,6,6,304,26,4,9,48,8,5,22,0,15,16,4,18
"566",299,13,21,0,7,61,12,240,9,235,7,3,23,104,4,97,0,42,3,16,87,14,15,18,5,18,10,33,10,4,23,2,100,691,94,7,79,5,2,9,22,9,12,8,3,13,3,9,4,197,2,64,27,208,29,3,1,1,204,0,8,3,59,212,4,2,12,13,23,12,8,9,18,34,5,0,436,9,6,8,13,12,44,9,7,20,15,3,180,3,4,11,8,15,49,6,12,298,4,4,14,42,11,3,21,4,21,15,6,24
"567",342,22,15,4,2,52,16,178,3,222,6,5,19,68,5,89,3,68,0,15,113,17,2,3,7,11,1,29,14,10,21,14,79,783,91,7,82,5,3,5,13,8,11,8,2,7,6,8,4,211,5,64,29,216,8,3,3,6,229,6,9,8,74,241,5,1,13,9,19,6,4,3,7,34,3,8,461,2,12,3,16,5,53,8,3,10,7,10,105,8,1,4,4,15,47,8,13,305,12,5,6,43,7,8,8,2,10,33,7,37
"568",312,31,21,1,10,44,14,236,15,268,17,5,24,74,6,102,7,70,4,12,88,5,4,5,5,16,2,34,17,12,28,6,86,701,105,2,85,6,3,9,30,21,19,8,7,4,2,17,5,173,6,56,32,172,13,6,8,9,215,1,10,9,49,210,6,1,15,11,30,15,3,5,2,51,9,3,455,3,8,14,3,3,39,8,1,9,5,10,153,8,3,8,5,0,17,25,12,311,15,13,1,37,7,8,17,9,29,20,7,12
"569",298,22,22,2,4,64,11,207,3,262,21,5,32,102,5,74,2,57,4,24,97,9,3,6,2,22,2,33,14,2,15,1,70,784,75,3,69,10,3,5,29,25,15,4,2,8,2,12,3,195,1,52,27,182,32,3,4,0,213,3,5,9,58,224,11,2,8,12,26,21,8,0,7,42,7,6,426,3,7,4,5,5,32,17,9,18,4,22,130,4,6,10,12,16,32,15,6,344,19,10,6,36,9,2,8,10,17,15,6,31
