"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"262",4,7,30,7,8,0,10,3,7,2,8,67,8,3,5,4,7,3,3,2302,5,4,12,6,9,31,35,0,16,5,18,4,182,5,4,102,1953,2,2,16,14,40,4,10,5,1,12,7,8,0
"263",2,2,28,7,11,5,6,16,2,4,9,69,18,6,6,1,6,3,0,2341,0,5,9,5,1,28,43,6,8,4,20,8,175,0,5,84,1941,4,3,16,14,41,1,4,11,2,9,8,2,1
"264",4,15,38,8,10,3,4,8,3,0,7,63,9,3,5,2,2,5,2,2208,2,1,11,1,4,27,22,1,4,15,23,2,225,3,4,104,2025,6,5,15,15,39,3,4,9,3,13,10,3,2
"265",0,6,28,4,15,3,5,8,4,4,6,88,17,10,2,7,1,3,1,2256,0,7,12,2,5,22,27,4,14,2,23,4,229,4,3,107,1953,4,4,16,10,39,3,3,1,2,10,10,8,4
"266",7,6,35,14,4,3,4,10,3,5,4,78,23,2,3,0,6,5,3,2240,4,5,14,3,6,31,39,2,9,5,28,3,167,3,4,94,2018,5,7,8,14,37,1,6,4,4,11,2,6,5
"267",2,8,31,15,5,5,5,5,4,5,5,55,11,6,10,4,6,10,0,2259,2,3,15,0,9,31,34,5,10,1,27,0,203,3,4,77,1996,3,7,22,11,43,1,3,4,2,22,4,5,2
"268",0,5,19,12,11,8,18,3,2,4,8,72,18,6,4,6,5,3,6,2266,2,7,7,1,3,39,32,1,11,8,40,3,195,10,5,100,1937,1,4,15,16,40,1,3,8,1,16,7,10,1
"269",2,4,30,8,6,4,2,7,0,1,10,70,12,7,10,5,1,6,0,2285,3,3,11,1,4,25,50,2,5,5,33,6,197,2,6,99,1979,4,7,11,8,33,2,4,3,3,8,7,5,4
"270",2,7,46,3,11,13,9,4,0,8,12,82,16,0,10,3,6,1,2,2281,3,4,6,1,2,29,41,2,4,4,21,3,206,4,7,89,1954,0,2,23,9,34,0,7,5,1,10,6,4,3
"271",4,2,29,18,18,1,6,7,2,4,13,74,12,7,3,8,2,4,0,2276,4,6,8,3,4,40,22,5,3,7,19,8,197,1,2,94,1957,4,4,25,12,33,4,6,4,4,19,8,4,3
"272",3,10,42,13,12,2,3,6,2,4,6,92,19,2,10,3,4,3,0,2227,1,7,4,3,7,21,32,5,13,1,24,2,208,7,5,99,1972,1,2,16,6,49,4,6,4,6,18,7,3,4
"273",2,3,26,8,11,6,8,4,5,4,7,99,16,7,7,5,4,1,4,2273,6,3,10,6,6,30,31,3,14,7,16,7,201,2,1,93,1927,3,8,12,7,55,2,8,4,3,13,10,1,11
"274",5,5,27,6,10,6,6,2,7,3,12,90,15,6,3,4,10,3,0,2350,0,1,21,2,4,34,32,3,15,8,20,4,193,5,4,68,1884,4,4,18,9,42,10,3,3,3,8,19,5,4
"275",1,4,34,8,10,5,6,8,3,2,9,87,13,5,6,4,9,5,1,2305,2,6,9,3,2,36,24,3,7,7,17,10,217,1,3,99,1919,2,1,32,11,47,0,4,1,0,8,2,2,0
"276",4,6,40,10,6,3,6,2,1,3,9,73,21,7,4,3,7,7,1,2263,6,3,14,4,5,24,36,7,6,12,28,6,200,3,1,83,1966,0,4,14,11,59,4,8,5,0,9,3,3,0
"277",2,4,58,2,10,3,6,8,3,4,7,68,6,4,4,2,2,6,4,2360,5,3,10,6,10,27,41,5,4,3,24,6,201,4,9,78,1896,8,2,11,11,37,1,9,2,5,4,5,4,6
"278",2,7,15,3,9,3,10,4,5,6,10,92,5,5,12,2,8,4,1,2157,5,2,8,3,4,31,21,2,13,8,25,5,192,5,7,95,2105,1,3,18,7,37,10,3,7,1,12,7,1,2
"279",1,5,33,9,8,2,10,13,7,3,12,87,17,8,6,4,9,1,5,2253,2,9,16,2,1,18,30,3,5,3,7,7,216,2,5,81,1991,9,2,18,5,38,1,4,5,6,11,5,4,1
"280",1,5,29,15,8,2,9,7,2,2,4,85,19,6,7,4,5,5,1,2253,6,4,9,4,4,29,50,2,6,4,23,3,201,0,0,87,1991,2,11,10,6,41,7,7,2,2,5,10,4,1
"281",7,5,27,4,8,2,4,5,6,1,11,71,15,5,5,4,8,6,0,2326,3,4,9,2,2,29,23,5,12,5,24,6,204,4,5,89,1947,1,2,13,8,45,2,4,6,0,14,6,6,0
"282",2,6,24,1,13,2,9,2,5,1,5,86,19,4,2,0,4,12,0,2287,4,5,8,2,10,24,30,2,14,11,22,7,198,1,0,116,1940,4,1,22,18,39,2,11,2,3,13,3,4,0
"283",4,8,20,12,7,3,5,12,8,2,8,75,25,8,8,1,5,5,5,2250,10,6,7,1,9,30,27,6,8,7,25,5,230,3,3,72,1988,3,5,17,4,37,6,3,4,2,5,4,2,0
"284",1,5,24,7,5,1,4,7,2,1,11,68,16,9,5,7,3,1,1,2345,4,3,13,1,5,25,28,7,11,1,29,6,211,9,3,79,1914,6,7,20,16,41,0,7,3,1,8,6,7,6
"285",2,5,29,8,9,6,6,16,7,1,7,82,18,4,4,1,9,3,2,2277,3,3,8,1,3,25,18,5,9,4,15,5,201,4,6,95,1949,0,11,24,17,45,1,8,11,1,13,2,15,2
"286",2,3,25,9,17,0,13,4,2,6,5,65,15,2,6,2,10,4,7,2348,2,1,13,6,4,20,37,6,13,8,17,6,182,4,2,71,1946,1,3,16,6,42,10,4,12,4,4,6,6,3
"287",1,8,20,7,13,0,7,6,4,2,8,87,14,6,7,3,4,5,0,2234,3,7,5,5,6,19,26,9,16,1,21,4,217,2,3,85,2008,2,1,31,11,44,3,5,2,5,9,9,4,1
"288",1,10,28,8,18,1,12,13,5,5,5,76,20,5,3,4,13,3,1,2311,2,3,10,2,2,31,35,2,13,7,22,4,211,6,2,87,1904,3,5,20,11,47,1,8,1,2,6,8,1,2
"289",1,4,27,11,11,0,8,9,1,5,8,72,8,10,9,5,5,2,0,2239,9,2,13,4,4,20,38,3,13,11,27,7,200,0,6,101,1972,3,7,27,8,50,5,5,6,1,12,2,6,3
"290",3,11,27,7,11,4,5,5,13,8,6,80,10,8,11,5,9,5,4,2218,4,3,17,3,2,17,43,5,10,8,14,5,204,1,7,108,1978,2,5,23,6,39,0,15,2,2,8,9,6,4
"291",2,6,29,7,14,0,2,4,1,1,10,80,14,9,11,4,4,8,2,2344,5,5,11,2,2,18,27,10,8,4,34,6,172,7,3,108,1910,3,2,13,14,41,0,10,4,5,9,5,4,6
"292",0,4,33,4,17,8,3,1,3,0,8,79,23,2,12,2,9,11,5,2244,12,5,7,3,3,29,34,7,7,4,31,2,205,3,6,76,1975,3,5,9,14,51,2,4,0,0,10,10,6,9
"293",0,19,26,13,10,8,7,4,6,6,13,70,13,7,7,4,7,4,0,2257,5,3,7,1,9,25,40,9,20,7,29,10,219,1,0,111,1921,1,9,11,13,33,3,5,2,2,9,9,2,3
"294",0,4,30,17,5,1,12,10,1,2,13,69,9,3,6,8,6,2,3,2243,5,14,8,4,2,18,40,10,11,4,30,10,206,8,3,107,1973,1,0,12,8,37,7,9,3,2,9,10,3,2
"295",2,4,39,7,8,3,1,2,4,5,7,67,14,7,9,2,6,4,0,2245,4,6,9,5,1,24,33,1,7,3,25,6,189,9,2,78,2041,6,4,17,18,33,1,4,4,8,7,9,2,8
"296",4,3,20,13,9,6,1,4,3,2,6,87,12,5,11,6,4,3,4,2297,2,4,10,0,8,34,21,10,11,5,15,2,176,2,3,90,1993,7,4,12,11,45,2,8,2,3,6,7,4,3
"297",4,7,22,12,12,1,15,10,6,0,6,76,13,4,3,4,6,1,2,2315,3,7,14,3,3,30,32,1,5,3,35,1,207,3,3,85,1954,0,3,9,5,37,6,9,1,3,7,8,3,1
"298",0,6,27,11,8,6,13,9,8,6,4,77,15,11,5,0,8,3,3,2296,0,3,7,3,2,32,32,5,9,1,26,2,216,9,3,87,1901,7,14,22,15,54,1,10,5,1,6,4,5,2
"299",0,11,27,15,11,7,7,11,1,5,9,54,13,5,8,2,1,2,1,2307,1,9,6,3,2,28,24,2,16,7,25,6,191,3,7,76,1968,3,4,21,13,45,6,7,6,0,6,8,4,6
"300",3,5,26,18,16,1,15,7,1,2,6,78,19,8,3,3,5,9,2,2217,4,1,7,4,5,25,26,3,12,6,21,3,185,2,5,118,1999,7,5,18,12,41,1,7,3,0,11,12,7,6
"301",2,4,22,16,11,1,11,8,2,2,16,84,17,6,11,5,3,8,8,2262,3,0,16,4,2,21,42,2,3,1,24,4,190,1,3,113,1945,2,1,13,9,39,11,6,5,6,8,10,14,3
"302",3,4,28,11,5,2,7,4,5,1,6,78,11,3,2,7,2,1,1,2261,7,4,10,1,2,37,20,3,6,8,26,5,146,7,6,90,2049,2,5,26,8,50,2,11,3,1,6,11,2,4
"303",3,4,21,13,2,1,6,1,4,11,3,79,9,7,3,4,4,3,2,2357,2,4,11,4,5,32,74,8,11,7,23,7,177,3,0,77,1882,7,3,29,11,53,3,8,0,2,4,7,8,1
"304",1,8,29,10,18,2,2,5,1,5,6,55,7,7,7,3,6,7,7,2246,9,3,6,3,3,33,32,2,16,3,20,4,199,0,6,113,2013,2,6,16,5,42,1,7,2,2,10,5,4,1
"305",3,6,35,11,18,3,6,2,5,1,4,64,13,5,2,1,4,1,0,2319,4,6,15,3,6,32,14,9,10,5,21,3,208,4,2,89,1955,1,2,19,9,40,0,13,4,3,6,9,3,2
"306",1,9,30,9,16,2,3,13,1,3,9,75,23,1,5,3,6,1,0,2224,6,4,13,8,4,31,33,5,8,3,21,4,189,1,2,91,2003,7,7,13,12,61,2,8,1,3,18,5,3,0
"307",1,3,26,12,4,1,11,3,10,1,5,70,18,6,7,4,6,1,4,2327,2,7,11,7,6,16,38,2,14,2,17,2,189,4,5,67,1972,2,6,12,6,46,2,13,2,1,14,6,9,0
"308",2,4,27,18,11,2,3,4,1,2,10,71,15,6,3,1,0,1,1,2297,2,4,15,4,5,24,31,5,7,3,25,1,199,1,10,111,1981,0,7,12,8,33,3,13,1,1,9,2,2,2
"309",5,7,28,7,7,3,8,1,5,5,13,77,21,3,2,6,4,1,4,2203,5,1,14,3,3,34,37,1,9,5,18,1,240,3,7,99,1964,5,6,32,10,47,4,13,4,0,12,11,2,0
"310",0,5,37,6,10,3,5,8,5,5,14,69,9,5,10,3,3,6,4,2256,1,5,7,3,3,32,36,2,16,2,22,1,180,2,8,96,2023,1,4,12,6,48,3,0,3,3,9,3,5,1
"311",1,9,28,6,16,6,6,5,3,1,18,66,6,4,5,2,2,1,10,2319,3,8,12,3,3,46,27,6,9,11,28,3,192,2,6,76,1913,3,8,14,14,48,7,12,5,1,6,7,12,1
"312",1,5,25,12,6,12,8,10,6,3,7,71,10,9,4,2,1,0,0,2316,1,2,4,4,5,21,37,5,8,2,14,5,216,2,3,94,1946,5,0,17,13,45,4,7,11,3,9,1,1,7
"313",3,7,20,9,2,3,12,5,3,3,16,59,16,5,4,2,6,1,1,2288,3,1,12,4,1,20,53,3,14,1,22,6,202,0,5,100,1971,3,1,13,13,37,3,3,9,2,10,10,11,2
"314",1,9,26,6,11,1,6,2,6,0,7,71,20,6,5,0,5,3,0,2270,2,3,11,5,3,23,37,3,11,3,35,5,225,6,2,94,1942,5,3,23,12,42,1,10,7,0,14,4,8,6
"315",1,4,26,12,3,4,5,9,5,4,7,70,12,0,7,7,2,5,3,2257,4,2,13,1,0,26,37,7,2,3,20,8,208,3,1,106,2010,2,3,13,12,36,2,7,1,1,12,5,7,5
"316",1,3,29,5,9,3,6,4,5,5,9,89,6,3,7,5,4,2,3,2266,2,2,12,5,5,30,33,11,8,7,22,6,192,3,0,67,2003,3,6,17,9,48,3,10,2,5,5,7,8,5
"317",9,4,25,11,10,3,14,6,4,2,9,85,15,3,4,2,6,0,1,2232,7,5,10,2,2,29,41,2,5,14,25,3,195,2,3,99,1991,1,2,26,12,42,2,9,7,5,5,6,2,1
"318",2,3,21,2,10,3,5,5,1,2,12,62,17,3,3,2,7,5,4,2304,3,0,7,1,0,30,40,2,7,1,39,1,174,1,7,113,1980,2,3,12,16,44,0,8,6,7,4,13,3,3
"319",3,5,31,13,14,4,11,11,0,6,10,78,10,5,7,0,2,2,1,2234,5,7,9,2,4,31,40,3,7,4,16,5,226,1,9,100,1959,2,7,18,9,43,4,8,3,0,11,12,7,1
"320",1,2,23,9,1,11,6,3,7,4,4,103,3,1,4,0,1,2,4,2344,2,4,11,2,6,26,25,9,14,3,19,13,185,3,5,87,1958,1,7,14,11,34,2,4,4,4,8,1,4,1
"321",2,6,20,15,6,3,3,0,4,2,5,87,17,5,0,1,4,4,0,2279,5,5,6,7,4,36,38,2,7,4,25,1,220,2,3,88,1942,2,9,22,17,40,11,12,4,0,7,4,10,4
"322",0,10,37,8,15,4,4,6,5,3,11,82,5,2,0,3,5,2,0,2310,6,1,9,1,6,29,44,2,8,4,23,3,156,9,1,78,1979,2,6,16,11,41,0,9,1,4,14,14,11,0
"323",6,5,29,6,17,3,7,10,11,4,6,76,20,4,5,3,3,4,4,2261,4,6,9,3,7,29,45,8,9,2,27,2,214,1,0,86,1947,2,3,23,9,35,4,14,1,1,7,8,5,5
"324",4,8,26,14,7,0,4,2,4,0,7,76,15,14,5,5,7,7,2,2241,1,2,10,3,2,43,41,4,19,6,18,5,199,1,0,110,1988,4,4,16,10,32,6,6,1,2,9,7,3,0
"325",0,5,35,6,10,3,5,6,3,5,7,75,26,5,2,0,7,2,3,2221,0,5,24,1,2,28,24,1,7,4,38,8,216,2,7,109,1988,3,0,21,10,42,1,8,1,5,8,6,5,0
"326",0,12,40,16,7,10,1,6,7,5,3,57,9,3,7,6,1,2,2,2377,4,0,3,2,5,33,20,3,5,6,25,10,202,3,13,96,1892,1,4,17,5,34,9,5,8,2,15,4,3,0
"327",1,2,29,17,9,5,10,3,1,3,6,51,8,7,6,4,4,1,3,2329,3,4,4,2,2,21,33,4,10,5,29,6,189,4,5,96,1958,3,7,19,13,46,0,5,4,3,13,5,4,4
"328",2,2,33,9,12,8,2,3,3,10,3,85,10,8,7,2,9,4,3,2314,7,7,14,3,8,27,34,3,10,8,24,3,199,2,1,113,1904,3,5,13,7,38,1,12,5,0,7,6,4,3
"329",2,5,38,13,3,1,11,5,1,4,18,83,13,8,6,2,7,9,2,2318,2,6,13,4,5,32,22,5,13,0,21,7,199,1,1,89,1907,4,7,21,4,45,0,8,14,3,9,3,3,3
"330",1,4,31,6,12,5,6,3,4,3,14,95,23,7,4,1,7,4,0,2269,4,9,14,2,2,24,26,4,6,4,22,5,175,3,1,70,2018,2,2,18,7,55,0,8,1,6,8,3,2,0
"331",5,9,22,8,4,6,8,3,1,9,15,59,11,6,3,3,3,3,4,2294,3,6,18,1,7,30,40,2,5,6,24,1,174,3,2,81,1999,0,0,12,9,49,2,10,9,3,10,7,8,3
"332",2,2,25,17,20,3,9,1,0,2,10,80,14,3,3,1,2,3,0,2336,1,0,11,4,8,36,36,7,15,6,31,4,227,0,5,88,1875,6,3,14,18,28,2,8,4,3,14,8,4,1
"333",4,3,24,9,9,2,3,4,2,2,5,71,10,0,5,4,10,1,5,2332,1,3,7,0,3,36,29,3,8,6,21,10,182,5,10,78,1948,4,8,22,10,47,3,20,1,2,10,8,7,3
"334",4,5,44,10,10,1,9,4,5,2,6,87,16,5,4,1,7,2,4,2294,9,4,13,4,2,30,27,3,5,6,20,8,183,3,5,82,1962,1,2,27,4,35,2,8,4,1,12,11,2,5
"335",5,6,20,8,10,4,3,7,2,2,9,89,11,9,5,1,5,6,1,2309,5,4,15,0,2,16,32,6,5,13,25,9,185,2,4,88,1953,3,5,11,11,42,2,2,3,4,22,11,4,4
"336",0,10,25,19,11,5,6,2,6,5,2,62,10,6,10,6,9,2,1,2232,2,5,12,2,2,23,28,3,21,4,23,5,194,1,0,79,2042,1,3,20,12,49,5,9,1,0,11,5,5,4
"337",9,1,33,12,20,5,7,4,4,0,8,58,11,7,3,7,4,7,1,2245,8,1,14,8,1,30,28,2,10,19,37,4,234,1,0,82,1978,2,2,9,6,38,4,7,9,1,3,3,7,6
"338",6,4,42,16,7,6,6,4,3,10,7,76,12,4,8,2,12,4,6,2268,4,3,10,2,3,51,21,1,7,6,20,6,178,3,2,111,1955,3,2,28,8,37,2,6,5,1,10,4,8,0
"339",1,5,31,12,12,4,6,2,4,1,11,82,20,0,5,1,3,2,1,2251,4,2,11,8,5,27,35,7,10,13,23,2,192,3,2,93,1986,2,0,29,6,51,1,6,1,4,9,7,6,1
"340",1,3,33,9,6,5,2,3,3,7,9,76,10,11,5,3,3,5,3,2289,1,3,12,3,5,24,47,6,7,2,16,9,211,4,3,98,1945,6,3,24,10,43,0,13,0,1,4,6,2,6
"341",1,7,21,11,11,3,4,3,9,1,14,93,12,2,9,1,5,2,2,2292,5,7,9,0,5,29,21,11,11,6,21,9,204,3,11,105,1904,1,4,22,18,50,2,4,8,0,12,9,4,2
"342",0,9,26,11,12,5,9,8,6,2,11,65,12,5,2,1,7,3,3,2208,6,5,10,4,7,31,30,2,14,4,26,6,215,9,2,85,2008,2,4,28,8,41,4,12,1,1,14,6,8,2
"343",1,6,25,13,6,7,1,7,0,3,10,67,15,2,6,2,3,6,3,2268,8,3,12,1,2,29,28,5,14,5,35,6,198,1,1,93,1979,1,2,15,11,50,1,10,9,1,14,10,5,0
"344",1,2,25,8,9,7,7,10,3,8,4,80,17,7,13,10,4,7,1,2265,2,2,13,5,2,29,43,4,12,4,18,5,184,0,4,95,1972,2,2,17,4,55,1,11,4,0,6,8,6,2
"345",2,3,21,5,16,2,5,1,5,1,14,69,18,6,6,1,5,4,4,2276,6,2,19,1,5,28,27,4,24,1,23,9,187,2,0,84,1998,1,0,14,13,47,2,8,4,5,8,7,4,3
"346",3,3,28,11,2,0,5,8,2,3,8,72,13,4,2,5,5,3,5,2250,3,3,8,3,2,37,21,4,14,3,29,1,221,4,5,98,1975,2,0,19,12,56,3,5,3,8,14,12,2,1
"347",1,6,27,9,11,2,2,7,3,4,6,73,9,5,9,3,5,2,2,2276,8,4,13,1,3,32,35,8,10,11,30,3,192,0,2,105,1943,4,4,10,17,47,5,22,0,7,6,9,2,5
"348",5,3,29,8,10,3,13,7,4,4,7,69,14,2,9,2,2,2,7,2331,0,5,13,4,2,36,27,8,10,3,11,8,192,3,0,112,1901,0,3,24,7,39,1,16,5,9,16,9,1,4
"349",3,10,24,7,7,10,6,2,1,9,4,68,16,3,10,3,7,5,2,2338,5,6,6,1,1,28,24,3,7,5,23,3,174,0,8,74,1983,6,5,19,15,32,3,2,3,6,10,5,5,3
"350",2,6,40,7,4,6,5,5,5,5,5,44,7,4,12,3,7,3,2,2295,1,4,14,3,8,34,27,2,4,2,19,8,167,3,3,104,2036,2,2,13,10,33,1,4,3,4,9,9,1,3
"351",3,8,17,5,12,1,4,3,3,5,6,73,21,7,6,7,8,5,4,2365,3,1,10,7,5,27,29,3,14,5,16,5,173,5,0,101,1935,2,1,19,13,26,1,8,8,5,6,4,4,1
"352",4,12,30,11,7,1,2,1,2,5,7,88,14,12,7,1,4,4,5,2227,4,4,11,7,6,28,41,3,12,6,31,8,202,0,11,104,1965,2,2,19,7,43,5,8,0,5,11,3,7,1
"353",1,2,40,10,2,8,8,10,4,5,9,91,9,2,1,4,6,3,0,2241,2,6,19,2,1,23,38,3,7,6,25,2,190,2,4,74,1990,3,11,22,3,56,7,5,5,2,15,8,10,3
"354",1,4,27,7,7,2,8,11,4,1,12,80,9,3,5,5,9,5,5,2302,5,1,8,2,5,27,40,5,15,4,25,2,178,1,2,101,1937,3,5,33,13,44,5,5,5,0,7,9,5,1
"355",6,4,29,8,7,1,6,4,8,2,12,77,10,5,15,2,9,1,1,2348,1,2,16,3,3,31,21,6,5,11,25,7,187,3,3,107,1930,0,3,6,6,34,2,7,3,1,11,2,6,3
"356",0,4,27,17,17,7,4,5,0,4,7,62,23,3,11,2,9,4,2,2303,4,6,8,2,4,27,20,6,13,10,24,1,191,2,0,83,1972,2,1,11,6,48,0,10,2,4,12,8,6,6
"357",7,9,28,14,8,9,8,6,7,0,2,104,28,3,7,5,5,6,7,2292,4,7,10,6,2,21,35,10,13,7,18,2,227,4,8,89,1855,1,3,16,7,60,1,6,6,1,15,5,5,1
"358",3,5,36,15,10,6,11,4,4,6,7,73,14,3,9,4,6,8,2,2267,2,5,9,2,7,25,26,9,11,4,22,7,219,7,6,78,1950,0,4,20,2,48,2,15,9,2,6,6,1,3
"359",3,4,26,9,7,0,5,5,7,18,6,64,15,2,12,2,2,1,3,2362,1,2,13,5,4,20,39,8,8,7,24,3,192,7,4,69,1913,2,2,20,8,39,3,14,4,1,18,6,8,3
"360",5,10,26,14,9,7,3,3,4,3,14,71,13,5,7,2,5,5,2,2344,4,5,10,3,2,25,26,2,7,3,25,0,167,2,8,66,1965,2,4,32,11,48,1,8,1,0,9,3,4,5
"361",1,4,33,6,5,2,4,2,1,3,8,89,6,8,12,3,4,2,2,2253,1,6,18,4,0,22,36,5,11,7,13,8,171,5,5,105,2006,0,9,17,10,54,6,6,0,1,9,10,5,2
"362",0,2,18,13,8,7,9,2,2,6,8,102,12,7,0,7,3,1,0,2259,7,0,15,5,13,39,26,2,8,9,26,5,221,3,3,75,1982,0,4,24,2,33,5,3,3,0,4,5,8,4
"363",2,7,42,8,23,6,6,6,4,3,5,84,16,7,4,5,4,5,0,2318,4,5,12,4,8,44,29,3,9,9,30,3,183,1,2,69,1901,2,4,19,9,38,1,18,4,0,13,8,6,7
"364",1,3,33,17,9,3,11,8,3,3,9,67,20,7,4,2,5,8,2,2280,8,1,5,2,0,37,25,5,9,1,25,9,195,3,12,87,1973,3,4,15,6,44,4,8,2,2,8,5,2,5
"365",3,9,27,11,15,1,13,7,3,2,8,58,21,4,9,6,0,15,3,2258,2,4,20,5,5,37,27,1,4,5,17,1,193,0,3,80,2006,2,4,18,8,45,1,9,3,2,13,8,3,1
"366",3,3,27,9,7,11,5,1,7,6,1,73,6,5,2,2,3,4,2,2346,5,5,5,2,7,24,33,4,14,8,15,4,231,3,4,83,1933,2,2,12,8,41,0,6,3,3,7,5,6,2
"367",0,1,30,9,3,8,8,4,6,2,13,72,14,4,2,5,2,0,2,2366,2,3,13,5,3,14,28,5,12,9,25,5,191,2,8,100,1903,3,3,22,8,39,6,7,8,0,4,8,3,10
"368",3,7,36,11,8,4,14,4,10,2,3,53,17,5,8,1,4,2,1,2410,4,6,11,1,1,29,34,5,3,4,37,3,192,1,3,83,1880,2,1,24,11,35,4,5,0,0,13,2,1,2
"369",2,4,24,10,14,1,4,9,9,2,10,76,12,13,8,2,3,3,1,2383,4,5,4,3,3,32,27,6,12,1,24,0,180,2,5,70,1913,7,4,16,9,30,13,16,3,0,9,7,0,5
"370",4,2,13,13,11,3,5,2,6,3,5,66,11,5,6,5,7,3,0,2300,5,6,8,7,1,18,25,4,13,4,47,8,197,2,3,83,1989,1,5,18,13,50,0,2,2,2,3,7,4,3
"371",7,4,36,6,9,4,3,10,6,2,6,84,20,1,6,8,8,3,5,2249,5,5,7,1,2,28,42,1,4,9,31,9,213,3,6,85,1973,3,3,11,9,29,4,9,8,0,7,7,9,0
"372",1,1,21,12,5,1,3,1,7,1,14,72,14,3,6,4,9,3,8,2270,4,6,19,1,9,33,44,3,7,8,11,3,208,1,1,96,1949,4,2,26,10,44,2,9,8,1,16,10,3,6
"373",2,4,26,3,6,8,1,6,3,5,11,85,17,4,4,1,5,7,3,2277,0,6,19,9,4,28,28,7,13,10,22,4,187,0,8,78,1955,0,5,36,5,61,1,5,3,0,5,8,10,5
"374",5,0,24,14,12,2,4,4,4,1,4,79,10,7,5,7,3,4,6,2295,7,5,15,0,3,32,28,11,6,2,42,10,217,2,7,74,1925,0,4,20,4,39,5,10,6,9,14,5,6,2
"375",5,2,30,15,6,1,3,2,2,3,1,80,16,2,11,0,1,5,0,2272,6,6,9,1,3,22,29,4,6,3,26,5,188,6,5,70,2052,4,1,16,9,47,2,1,2,3,9,5,3,0
"376",0,7,30,10,8,3,4,6,6,1,9,70,10,6,7,8,7,3,3,2240,0,4,6,3,1,36,30,2,14,4,26,10,214,1,1,85,1999,10,2,27,7,45,3,12,2,1,5,8,3,1
"377",2,3,22,7,17,14,5,13,5,2,10,53,16,3,6,1,2,4,2,2247,1,11,13,3,3,30,25,3,14,11,21,9,184,4,6,69,2033,8,3,17,22,41,2,11,0,1,3,7,4,7
"378",0,9,22,10,4,6,8,9,5,8,5,61,17,4,6,1,6,2,1,2286,7,3,4,2,8,31,27,6,12,6,16,8,212,2,4,94,1975,1,8,8,12,45,6,4,1,3,11,4,5,5
"379",3,5,30,14,8,5,7,6,3,4,2,81,15,14,15,2,8,4,1,2301,6,5,10,5,1,26,23,6,10,5,14,0,176,5,8,96,1948,4,1,18,11,43,1,5,7,2,13,15,4,4
"380",1,5,25,7,9,4,11,5,7,2,10,81,25,2,10,6,4,9,3,2264,6,4,8,1,6,25,45,4,4,5,24,5,195,3,4,96,1964,1,8,25,10,40,0,11,4,2,3,5,2,0
"381",2,6,33,3,4,1,6,6,5,3,7,69,5,5,7,5,4,2,5,2282,2,6,10,1,5,25,37,1,10,11,7,8,219,2,5,116,1940,4,2,25,7,50,0,3,6,2,15,8,6,7
"382",10,9,25,7,5,1,8,9,12,11,8,75,12,7,6,7,2,3,0,2213,3,4,7,4,8,29,35,9,11,9,14,5,197,2,5,89,2040,3,2,18,6,38,4,5,2,0,5,10,4,2
"383",3,7,27,4,11,6,5,5,2,5,10,76,13,9,12,7,1,1,4,2299,7,5,10,4,6,23,38,9,8,6,20,1,172,1,0,101,1945,9,8,17,15,44,2,9,9,2,8,7,5,2
"384",3,5,24,12,6,8,10,5,5,1,5,70,16,5,4,2,3,2,2,2306,3,5,4,3,5,28,37,11,4,6,19,0,226,4,4,92,1927,3,1,23,7,52,4,10,5,2,5,7,6,3
"385",2,5,23,16,17,4,7,6,7,1,7,65,9,5,7,4,5,11,2,2291,2,4,6,5,10,35,32,3,11,10,18,6,203,0,2,90,1946,6,2,23,5,39,5,14,4,5,11,5,4,0
"386",3,6,32,13,8,7,5,7,0,4,7,75,18,11,7,2,3,3,5,2280,5,3,8,0,3,28,49,0,9,4,22,7,203,3,3,101,1954,4,1,17,3,35,5,10,4,6,2,4,4,7
"387",2,3,26,12,15,7,8,2,9,6,10,79,15,6,6,3,12,2,2,2199,4,5,7,5,2,28,34,3,16,2,19,10,207,1,4,88,1998,3,7,22,10,42,1,9,13,6,3,13,9,5
"388",1,3,28,7,20,1,6,9,11,6,13,66,13,3,8,5,3,2,7,2250,6,10,10,1,2,32,26,2,9,7,38,6,204,2,5,88,1960,7,8,16,10,44,3,1,1,4,17,6,7,6
"389",3,4,18,10,13,2,11,3,6,4,8,69,24,2,5,0,2,3,1,2223,2,9,13,10,5,24,40,1,15,7,24,7,198,6,8,93,1999,4,0,20,9,40,2,11,1,5,13,13,7,3
"390",2,5,19,19,12,3,3,10,3,5,11,64,8,8,4,9,6,4,1,2260,3,4,10,1,7,37,26,2,11,8,18,6,220,3,2,111,1958,6,0,12,11,38,4,17,4,1,8,7,3,6
"391",3,3,36,10,3,2,18,9,2,11,8,69,13,1,12,5,3,4,1,2279,4,4,10,2,2,26,41,2,6,0,22,4,223,4,2,82,1986,6,5,7,11,33,2,3,3,0,5,6,4,3
"392",2,1,27,15,8,3,5,12,4,3,6,78,22,2,4,3,10,1,0,2264,11,7,8,0,2,29,37,5,10,4,24,5,248,2,3,86,1915,4,3,22,19,37,5,7,6,0,14,14,3,0
